Record ID,Policy Number,Driver ID,Vehicle ID,Vehicle Model Year,Location ID,Total Premium
6259,1009057,12057,38,2005,271,1900.4996671232875
6260,1009112,12112,39,2005,116,3702.5709
6261,1009123,12123,9,2013,141,370.02295479452056
6262,1009130,12130,16,2013,306,2658.5709
6263,1009141,12141,77,2011,36,1954.943502739726
6264,1009173,12173,17,2006,180,1458.8996671232876
6265,1009195,12195,55,2012,336,575.6996671232877
6266,1009304,12304,59,2007,475,2526.5709
6267,1009422,12422,41,2009,66,987.053091780822
6268,1009431,12431,85,2013,255,366.5709
6269,1009510,12510,55,2009,457,2682.5709
6270,1009569,12569,55,2008,354,3834.5709
6271,1009574,12574,56,2006,93,1821.8585712328766
6272,1009590,12590,56,2011,82,1422.6037767123287
6273,1009623,12623,83,2012,75,3006.5709
6274,1009631,12631,29,2007,164,1700.8722698630136
6275,1009714,12714,59,2012,22,902.3626808219178
6276,1009774,12774,24,2012,9,1277.420215068493
6277,1009818,12818,85,2010,110,1410.5051465753425
6278,1009913,12913,80,2005,235,1694.8229547945205
6279,1009991,12991,52,2005,518,2538.5709
6280,1010018,13018,62,2011,366,527.3051465753425
6281,1010047,13047,33,2006,252,2778.5709
6282,1010081,13081,46,2011,494,1495.1955575342465
6283,1010101,13101,83,2012,152,3378.5709
6284,1010190,13190,79,2006,419,1585.9352835616437
6285,1010282,13282,68,2006,225,4158.5709
6286,1010331,13331,75,2010,120,2051.7325438356165
6287,1010354,13354,9,2012,271,1794.5709
6288,1010402,13402,20,2008,229,1646.4284342465753
6289,1010479,13479,65,2011,195,2634.5709
6290,1010497,13497,84,2013,150,1567.7873383561644
6291,1010617,13617,74,2012,191,2706.5709
6292,1010619,13619,8,2010,201,1265.3215849315068
6293,1010639,13639,45,2012,439,2058.5709
6294,1010663,13663,35,2008,67,1313.716105479452
6295,1010741,13741,61,2012,225,781.3763794520548
6296,1010742,13742,43,2012,33,3438.5709
6297,1010780,13780,12,2012,548,1023.3489821917809
6298,1010899,13899,31,2013,365,1290.5709
6299,1010907,13907,62,2011,46,4770.5709
6300,1010918,13918,60,2006,469,1628.2804890410957
6301,1010989,13989,86,2013,82,2034.5709
6302,1010994,13994,55,2007,417,1676.675009589041
6303,1011012,14012,58,2009,584,4854.5709
6304,1011021,14021,60,2005,513,3402.5709
6305,1011051,14051,44,2012,47,1247.1736397260274
6306,1011067,14067,75,2005,513,3558.5709
6307,1011093,14093,32,2011,332,866.066790410959
6308,1011097,14097,51,2010,412,987.053091780822
6309,1011154,14154,87,2012,92,1591.9845986301368
6310,1011207,14207,54,2008,223,726.9325438356165
6311,1011219,14219,4,2012,393,2322.5709
6312,1011272,14272,46,2007,121,5166.5709
6313,1011279,14279,67,2013,173,2046.5709
6314,1011323,14323,42,2009,374,3042.5709
6315,1011332,14332,34,2012,453,2406.5709
6316,1011390,14390,53,2008,516,2946.5709
6317,1011608,14608,70,2006,495,1785.5626808219179
6318,1011728,14728,42,2013,472,1566.5709
6319,1011759,14759,12,2006,291,3090.5709
6320,1011776,14776,84,2009,312,884.2147356164384
6321,1011795,14795,66,2005,389,1888.4010369863013
6322,1011840,14840,65,2010,500,2886.5709
6323,1011884,14884,81,2008,219,2598.5709
6324,1011987,14987,9,2012,398,751.1298041095891
6325,1012007,15007,69,2009,323,866.066790410959
6326,1012176,15176,69,2012,511,1926.5709
6327,1012181,15181,4,2008,408,3174.5709
6328,1012254,15254,87,2009,197,2874.5709
6329,1012313,15313,45,2006,297,2622.5709
6330,1012327,15327,43,2013,123,769.2777493150685
6331,1012378,15378,78,2008,584,1579.8859684931506
6332,1012401,15401,84,2008,347,2646.5709
6333,1012472,15472,12,2011,551,3654.5709
6334,1012484,15484,70,2010,126,1854.5709
6335,1012526,15526,48,2007,392,3942.5709
6336,1012534,15534,60,2007,318,1295.5681602739726
6337,1012548,15548,33,2009,415,3018.5709
6338,1012645,15645,20,2006,220,2706.5709
6339,1012648,15648,45,2005,406,1676.675009589041
6340,1012676,15676,48,2009,541,1458.8996671232876
6341,1012782,15782,42,2013,233,2766.5709
6342,1012949,15949,48,2012,527,1854.5709
6343,1012963,15963,70,2007,423,3438.5709
6344,1012967,15967,7,2013,395,1543.5900780821917
6345,1012970,15970,78,2006,517,1247.1736397260274
6346,1012972,15972,85,2008,305,1386.3078863013698
6347,1012999,15999,51,2005,229,4230.5709
6348,1013125,16125,75,2006,267,2634.5709
6349,1013126,16126,42,2012,176,484.95994109589043
6350,1013133,16133,45,2013,462,2706.5709
6351,1013136,16136,72,2011,157,454.7133657534246
6352,1013148,16148,71,2007,538,3198.5709
6353,1013170,16170,31,2011,325,1489.1462424657534
6354,1013180,16180,67,2006,563,1815.8092561643834
6355,1013247,16247,72,2010,394,2586.5709
6356,1013273,16273,64,2006,32,1307.6667904109588
6357,1013280,16280,59,2010,584,1210.8777493150685
6358,1013288,16288,84,2008,245,1809.7599410958903
6359,1013349,16349,76,2006,93,3030.5709
6360,1013409,16409,67,2011,214,1101.9900780821918
6361,1013417,16417,48,2009,249,1507.2941876712327
6362,1013508,16508,60,2013,49,1144.3352835616438
6363,1013526,16526,67,2013,399,1253.2229547945205
6364,1013551,16551,30,2007,102,3066.5709
6365,1013571,16571,64,2008,410,1392.3572013698629
6366,1013577,16577,5,2010,280,1404.4558315068493
6367,1013620,16620,27,2006,268,3402.5709
6368,1013717,16717,74,2007,134,3438.5709
6369,1013751,16751,37,2012,499,1531.4914479452054
6370,1013770,16770,42,2012,429,660.3900780821918
6371,1013805,16805,63,2011,525,4398.5709
6372,1013811,16811,44,2005,138,2027.5352835616438
6373,1013881,16881,75,2008,237,1942.8448726027398
6374,1013908,16908,51,2012,496,1434.5709
6375,1013986,16986,24,2013,155,775.3270643835617
6376,1014038,17038,67,2006,576,2598.5709
6377,1014170,17170,48,2007,173,2370.5709
6378,1014185,17185,31,2007,202,3126.5709
6379,1014206,17206,81,2008,140,2578.0229547945205
6380,1014411,17411,85,2009,422,2946.5709
6381,1014466,17466,34,2013,254,1858.1544616438355
6382,1014471,17471,62,2011,526,987.053091780822
6383,1014475,17475,68,2005,468,1840.0065164383561
6384,1014490,17490,48,2006,568,2658.5709
6385,1014491,17491,11,2006,22,3006.5709
6386,1014495,17495,41,2010,55,835.8202150684932
6387,1014500,17500,82,2010,490,1362.1106260273973
6388,1014542,17542,6,2012,59,1101.9900780821918
6389,1014605,17605,40,2012,205,2070.5709
6390,1014618,17618,27,2013,538,1242.5709
6391,1014688,17688,30,2011,256,1821.8585712328766
6392,1014765,17765,14,2010,223,1368.1599410958904
6393,1014864,17864,17,2011,222,999.1517219178082
6394,1014966,17966,75,2009,443,1719.0202150684931
6395,1014976,17976,86,2011,597,1314.5709
6396,1015029,18029,73,2010,428,1210.8777493150685
6397,1015050,18050,15,2013,225,1573.8366534246575
6398,1015202,18202,51,2010,391,1380.2585712328766
6399,1015208,18208,69,2009,520,2166.5709
6400,1015242,18242,29,2013,319,944.70788630137
6401,1015277,18277,78,2012,295,2838.5709
6402,1015436,18436,57,2006,398,3894.5709
6403,1015497,18497,81,2005,451,1495.1955575342465
6404,1015546,18546,48,2005,484,1464.9489821917807
6405,1015552,18552,14,2013,195,1470.5709
6406,1015555,18555,5,2005,56,1610.1325438356164
6407,1015605,18605,57,2005,14,2336.0503520547945
6408,1015632,18632,64,2006,522,1108.0393931506849
6409,1015654,18654,51,2012,487,763.2284342465754
6410,1015733,18733,45,2012,472,920.5106260273973
6411,1015788,18788,64,2005,317,2124.3243246575344
6412,1015802,18802,84,2013,180,3762.5709
6413,1015806,18806,54,2007,459,1864.2037767123288
6414,1015863,18863,25,2011,133,829.7709000000001
6415,1015920,18920,49,2007,522,1259.2722698630137
6416,1015948,18948,67,2006,561,2706.5709
6417,1015988,18988,75,2011,421,2346.5709
6418,1016057,19057,81,2008,133,3582.5709
6419,1016101,19101,49,2007,566,1519.3928178082192
6420,1016119,19119,75,2009,192,3762.5709
6421,1016139,19139,43,2010,30,2586.5709
6422,1016227,19227,72,2013,65,1350.0119958904108
6423,1016239,19239,59,2009,524,799.5243246575343
6424,1016253,19253,51,2012,218,497.05857123287666
6425,1016257,19257,69,2006,464,1622.2311739726026
6426,1016262,19262,16,2008,185,2910.5709
6427,1016284,19284,56,2011,578,902.3626808219178
6428,1016288,19288,81,2009,400,1356.061310958904
6429,1016323,19323,49,2011,68,775.3270643835617
6430,1016347,19347,46,2005,106,1876.302406849315
6431,1016406,19406,83,2010,83,2022.5709
6432,1016412,19412,82,2009,397,1495.1955575342465
6433,1016437,19437,69,2008,385,1555.6887082191781
6434,1016462,19462,81,2007,209,2148.521584931507
6435,1016463,19463,5,2007,187,1253.2229547945205
6436,1016618,19618,65,2011,26,3582.5709
6437,1016671,19671,54,2006,430,2778.5709
6438,1016732,19732,77,2009,225,1646.4284342465753
6439,1016735,19735,79,2005,15,1991.239393150685
6440,1016772,19772,21,2006,185,2658.5709
6441,1016787,19787,78,2010,362,1440.7517219178083
6442,1016939,19939,49,2009,477,1628.2804890410957
6443,1016962,19962,70,2010,103,1041.4969273972602
6444,1016966,19966,72,2012,265,1682.7243246575342
6445,1016967,19967,62,2011,73,1854.5709
6446,1017006,20006,28,2009,12,1428.6530917808218
6447,1017007,20007,78,2006,183,3210.5709
6448,1017054,20054,43,2010,13,1416.5544616438356
6449,1017086,20086,11,2006,249,3786.5709
6450,1017109,20109,28,2011,247,2862.5709
6451,1017125,20125,9,2008,42,1313.716105479452
6452,1017131,20131,58,2008,345,1950.5709
6453,1017139,20139,7,2005,129,3306.5709
6454,1017142,20142,56,2010,58,1743.2174753424656
6455,1017193,20193,85,2010,307,1782.5709
6456,1017221,20221,31,2012,551,1271.3709
6457,1017309,20309,62,2012,84,599.8969273972604
6458,1017361,20361,84,2007,175,1561.7380232876712
6459,1017370,20370,34,2006,245,3366.5709
6460,1017409,20409,55,2005,562,3642.5709
6461,1017418,20418,32,2013,374,1566.5709
6462,1017436,20436,48,2011,185,829.7709000000001
6463,1017442,20442,54,2008,564,2070.5709
6464,1017596,20596,60,2005,221,4374.5709
6465,1017696,20696,83,2009,84,3114.5709
6466,1017703,20703,45,2008,276,1591.9845986301368
6467,1017839,20839,15,2010,353,1374.5709
6468,1017847,20847,73,2007,575,944.70788630137
6469,1017867,20867,67,2012,576,1271.3709
6470,1017884,20884,58,2012,408,2382.5709
6471,1017892,20892,87,2011,375,1942.8448726027398
6472,1017905,20905,40,2008,21,2045.6832287671234
6473,1017908,20908,76,2010,417,1029.398297260274
6474,1017945,20945,33,2007,188,2088.0284342465757
6475,1017997,20997,69,2011,256,2046.5709
6476,1018042,21042,81,2006,588,4902.5709
6477,1018051,21051,24,2006,21,1773.4640506849314
6478,1018155,21155,41,2005,210,3786.5709
6479,1018196,21196,77,2012,381,1590.5709
6480,1018476,21476,40,2008,44,2502.5709
6481,1018488,21488,24,2005,338,1864.2037767123288
6482,1018502,21502,20,2012,339,1247.1736397260274
6483,1018536,21536,86,2009,88,1604.0832287671233
6484,1018537,21537,82,2009,364,1192.729804109589
6485,1018547,21547,57,2009,262,4494.5709
6486,1018615,21615,66,2008,568,2202.5709
6487,1018723,21723,23,2011,200,3630.5709
6488,1018728,21728,82,2013,364,2910.5709
6489,1018794,21794,73,2010,547,2046.5709
6490,1018800,21800,54,2007,458,1446.8010369863014
6491,1018801,21801,52,2007,208,4110.5709
6492,1018862,21862,39,2013,351,751.1298041095891
6493,1018900,21900,47,2010,74,3270.5709
6494,1018986,21986,74,2013,122,1712.9709
6495,1018993,21993,30,2005,290,3894.5709
6496,1018999,21999,84,2008,217,3222.5709
6497,1019029,22029,60,2007,29,4674.5709
6498,1019036,22036,56,2008,471,1876.302406849315
6499,1019110,22110,67,2005,41,4854.5709
6500,1019123,22123,80,2012,312,2958.5709
6501,1019144,22144,16,2006,236,3714.5709
6502,1019151,22151,72,2010,482,884.2147356164384
6503,1019201,22201,82,2009,488,2610.5709
6504,1019219,22219,75,2010,284,2063.8311739726028
6505,1019227,22227,78,2007,544,3714.5709
6506,1019257,22257,52,2013,439,1198.779119178082
6507,1019358,22358,43,2005,345,2100.127064383562
6508,1019373,22373,15,2009,31,1301.6174753424657
6509,1019408,22408,66,2012,517,2286.5709
6510,1019507,22507,84,2005,343,4350.5709
6511,1019516,22516,69,2012,446,1108.0393931506849
6512,1019541,22541,64,2007,174,1513.3435027397259
6513,1019625,22625,61,2008,550,3774.5709
6514,1019632,22632,81,2008,127,2430.5709
6515,1019660,22660,45,2012,586,654.3407630136987
6516,1019774,22774,64,2006,109,3546.5709
6517,1019821,22821,66,2005,10,4074.5709
6518,1019835,22835,61,2007,308,3414.5709
6519,1019842,22842,53,2007,442,2742.5709
6520,1019858,22858,48,2007,576,5490.5709
6521,1019979,22979,83,2007,368,1906.5489821917809
6522,1020041,23041,38,2005,6,1737.1681602739725
6523,1020076,23076,15,2013,271,956.8065164383562
6524,1020189,23189,3,2011,251,1206.5709
6525,1020211,23211,40,2013,174,1477.0476123287672
6526,1020230,23230,80,2006,6,4074.5709
6527,1020245,23245,75,2005,488,1852.1051465753424
6528,1020279,23279,49,2005,400,1222.9763794520547
6529,1020280,23280,5,2008,289,2550.5709
6530,1020310,23310,86,2011,329,3978.5709
6531,1020318,23318,66,2008,529,1858.1544616438355
6532,1020351,23351,81,2011,64,3174.5709
6533,1020406,23406,56,2009,358,2514.5709
6534,1020440,23440,76,2008,530,4038.5709
6535,1020445,23445,61,2010,287,1162.4832287671231
6536,1020462,23462,62,2007,339,2658.5709
6537,1020503,23503,15,2006,31,1628.2804890410957
6538,1020524,23524,15,2005,323,3846.5709
6539,1020554,23554,47,2005,51,3894.5709
6540,1020632,23632,43,2011,261,2802.5709
6541,1020671,23671,69,2008,84,3090.5709
6542,1020764,23764,79,2013,258,2934.5709
6543,1020789,23789,84,2006,321,1640.3791191780822
6544,1020817,23817,52,2006,502,4230.5709
6545,1020888,23888,32,2006,344,2814.5709
6546,1020889,23889,71,2005,496,1591.9845986301368
6547,1020912,23912,56,2013,266,2526.5709
6548,1020919,23919,66,2008,277,1950.5709
6549,1020936,23936,11,2011,283,1604.0832287671233
6550,1021029,24029,81,2005,574,2562.5709
6551,1021101,24101,12,2009,24,1150.384598630137
6552,1021250,24250,75,2013,76,1938.5709
6553,1021258,24258,79,2005,414,1870.253091780822
6554,1021292,24292,16,2006,184,1229.0256945205479
6555,1021386,24386,54,2008,486,2209.0147356164384
6556,1021446,24446,4,2008,356,3498.5709
6557,1021475,24475,77,2005,488,2275.5572013698634
6558,1021535,24535,29,2006,202,1773.4640506849314
6559,1021618,24618,81,2009,597,3042.5709
6560,1021700,24700,70,2005,507,3030.5709
6561,1021739,24739,78,2008,17,3222.5709
6562,1021774,24774,75,2010,593,1095.9407630136986
6563,1021777,24777,20,2005,245,1543.5900780821917
6564,1021851,24851,26,2007,385,4254.5709
6565,1021911,24911,75,2008,439,1555.6887082191781
6566,1021960,24960,84,2006,122,1483.0969273972603
6567,1021963,24963,85,2011,325,1247.1736397260274
6568,1021997,24997,72,2008,561,3234.5709
6569,1022000,25000,63,2011,55,2550.5709
6570,1022092,25092,57,2009,184,2706.5709
6571,1022121,25121,53,2012,298,436.5654205479452
6572,1022141,25141,32,2012,145,3282.5709
6573,1022166,25166,69,2006,575,2910.5709
6574,1022173,25173,61,2013,214,3258.5709
6575,1022189,25189,53,2007,513,1833.957201369863
6576,1022236,25236,73,2010,588,1331.8640506849315
6577,1022246,25246,19,2007,280,3198.5709
6578,1022265,25265,71,2006,271,1779.5133657534245
6579,1022350,25350,63,2010,295,2586.5709
6580,1022364,25364,9,2013,94,1818.5709
6581,1022396,25396,65,2010,534,2178.5709
6582,1022457,25457,72,2005,325,1791.611995890411
6583,1022489,25489,79,2010,178,3606.5709
6584,1022516,25516,35,2013,44,1398.4065164383562
6585,1022564,25564,51,2012,587,3054.5709
6586,1022621,25621,73,2006,265,1555.6887082191781
6587,1022627,25627,87,2007,115,1537.5407630136986
6588,1022673,25673,48,2008,544,1477.0476123287672
6589,1022778,25778,40,2008,372,4926.5709
6590,1022888,25888,19,2011,509,1210.8777493150685
6591,1022895,25895,82,2013,91,1998.5709
6592,1022916,25916,52,2010,574,3066.5709
6593,1022919,25919,30,2009,260,1144.3352835616438
6594,1022925,25925,60,2013,538,1271.3709
6595,1022933,25933,17,2011,182,1967.0421328767122
6596,1022935,25935,63,2008,368,1386.3078863013698
6597,1022957,25957,52,2010,595,3894.5709
6598,1022966,25966,52,2011,222,3330.5709
6599,1023002,26002,62,2011,102,1114.088708219178
6600,1023045,26045,61,2012,517,2862.5709
6601,1023149,26149,80,2012,108,1011.2503520547947
6602,1023225,26225,6,2012,504,1204.8284342465752
6603,1023259,26259,70,2008,96,811.6229547945206
6604,1023303,26303,48,2008,470,1489.1462424657534
6605,1023362,26362,49,2005,575,1900.4996671232875
6606,1023424,26424,68,2006,518,3882.5709
6607,1023474,26474,16,2005,201,3042.5709
6608,1023491,26491,21,2005,86,2742.5709
6609,1023499,26499,11,2007,314,2718.5709
6610,1023509,26509,45,2011,55,2034.5709
6611,1023517,26517,87,2013,54,2502.5709
6612,1023588,26588,70,2011,171,2814.5709
6613,1023602,26602,30,2012,424,853.9681602739727
6614,1023656,26656,65,2009,110,2021.4859684931505
6615,1023763,26763,42,2007,338,1350.0119958904108
6616,1023808,26808,64,2012,419,1343.9626808219177
6617,1023831,26831,43,2013,348,1278.5709
6618,1023862,26862,38,2010,51,1876.302406849315
6619,1023885,26885,55,2010,136,2694.5709
6620,1023890,26890,65,2007,105,3606.5709
6621,1023912,26912,36,2005,244,3690.5709
6622,1023921,26921,11,2010,333,1059.6448726027397
6623,1023954,26954,31,2007,52,4122.5709
6624,1024065,27065,52,2007,2,2910.5709
6625,1024066,27066,75,2010,130,4290.5709
6626,1024159,27159,81,2013,518,2106.5709
6627,1024185,27185,53,2005,369,1313.716105479452
6628,1024186,27186,54,2011,452,3558.5709
6629,1024212,27212,48,2009,46,2526.5709
6630,1024236,27236,64,2006,457,1410.5051465753425
6631,1024454,27454,67,2013,38,1954.943502739726
6632,1024460,27460,74,2005,168,4866.5709
6633,1024502,27502,51,2010,58,1719.0202150684931
6634,1024557,27557,47,2008,266,2370.5709
6635,1024564,27564,70,2009,548,2358.5709
6636,1024605,27605,45,2010,60,2466.5709
6637,1024637,27637,35,2009,405,2190.5709
6638,1024643,27643,8,2008,258,3642.5709
6639,1024705,27705,25,2011,58,3318.5709
6640,1024720,27720,1,2013,271,3138.5709
6641,1024744,27744,76,2013,10,2850.5709
6642,1024860,27860,82,2005,548,3606.5709
6643,1024889,27889,80,2012,435,2262.5709
6644,1024983,27983,86,2007,67,3378.5709
6645,1025049,28049,14,2011,227,1614.5709
6646,1025136,28136,31,2009,333,956.8065164383562
6647,1025237,28237,59,2011,314,1170.5709
6648,1025330,28330,65,2012,501,2118.5709
6649,1025344,28344,68,2005,578,3078.5709
6650,1025345,28345,51,2011,385,2706.5709
6651,1025377,28377,57,2009,166,1023.3489821917809
6652,1025464,28464,19,2012,134,1216.9270643835616
6653,1025471,28471,69,2010,556,1428.6530917808218
6654,1025473,28473,38,2012,54,1398.4065164383562
6655,1025601,28601,86,2006,343,1386.3078863013698
6656,1025642,28642,51,2009,328,1029.398297260274
6657,1025733,28733,62,2007,163,1132.2366534246576
6658,1025749,28749,86,2008,175,3294.5709
6659,1025774,28774,16,2009,25,2586.5709
6660,1025904,28904,2,2009,246,1313.716105479452
6661,1025906,28906,68,2009,595,1710.5709
6662,1025932,28932,44,2008,275,2334.5709
6663,1026054,29054,55,2007,281,1986.5709
6664,1026073,29073,24,2005,169,1386.3078863013698
6665,1026084,29084,81,2010,322,2430.5709
6666,1026104,29104,74,2010,308,1035.447612328767
6667,1026266,29266,24,2011,112,1513.3435027397259
6668,1026404,29404,69,2008,31,3282.5709
6669,1026433,29433,83,2007,232,3690.5709
6670,1026513,29513,59,2005,487,1791.611995890411
6671,1026750,29750,15,2006,69,1773.4640506849314
6672,1026767,29767,81,2006,365,3198.5709
6673,1026809,29809,52,2005,163,1446.8010369863014
6674,1026842,29842,44,2007,305,3450.5709
6675,1026846,29846,87,2007,296,3318.5709
6676,1027046,30046,55,2009,232,938.6585712328767
6677,1027051,30051,21,2008,258,2454.5709
6678,1027133,30133,50,2010,491,2958.5709
6679,1027168,30168,50,2006,328,1815.8092561643834
6680,1027211,30211,55,2010,199,491.00925616438354
6681,1027299,30299,48,2009,326,4326.5709
6682,1027320,30320,20,2009,242,1392.3572013698629
6683,1027328,30328,75,2005,146,3462.5709
6684,1027372,30372,17,2010,352,2298.5709
6685,1027521,30521,84,2011,20,3594.5709
6686,1027578,30578,34,2012,181,1198.779119178082
6687,1027642,30642,76,2005,36,4962.5709
6688,1027655,30655,39,2012,497,1950.5709
6689,1027728,30728,10,2008,82,2826.5709
6690,1027786,30786,48,2011,147,1314.5709
6691,1027789,30789,41,2012,203,2610.5709
6692,1027830,30830,54,2006,503,1646.4284342465753
6693,1028017,31017,86,2010,296,2334.5709
6694,1028049,31049,22,2005,424,2382.5709
6695,1028087,31087,39,2005,178,3174.5709
6696,1028091,31091,81,2006,600,1095.9407630136986
6697,1028125,31125,53,2007,230,2094.5709
6698,1028127,31127,69,2005,576,5214.5709
6699,1028177,31177,49,2008,429,1821.8585712328766
6700,1028182,31182,28,2009,125,1962.5709
6701,1028252,31252,36,2011,409,1543.5900780821917
6702,1028350,31350,10,2006,158,1259.2722698630137
6703,1028386,31386,34,2007,34,2286.5709
6704,1028389,31389,69,2009,551,2658.5709
6705,1028484,31484,48,2011,108,1404.4558315068493
6706,1028491,31491,71,2012,339,3030.5709
6707,1028564,31564,41,2013,477,732.9818589041097
6708,1028604,31604,71,2009,185,3078.5709
6709,1028613,31613,75,2012,469,853.9681602739727
6710,1028681,31681,44,2008,264,3390.5709
6711,1028728,31728,77,2007,338,2886.5709
6712,1028769,31769,56,2013,275,1818.5709
6713,1028779,31779,65,2008,28,2444.9380232876715
6714,1028850,31850,58,2008,154,1900.4996671232875
6715,1028873,31873,84,2012,364,2958.5709
6716,1028893,31893,59,2008,303,938.6585712328767
6717,1029123,32123,68,2008,48,1477.0476123287672
6718,1029183,32183,4,2009,171,1095.9407630136986
6719,1029185,32185,76,2005,209,1398.4065164383562
6720,1029188,32188,86,2006,341,2130.3736397260277
6721,1029231,32231,65,2010,203,2322.5709
6722,1029232,32232,71,2013,378,2370.5709
6723,1029242,32242,68,2009,583,3282.5709
6724,1029403,32403,62,2007,252,1652.4777493150684
6725,1029437,32437,47,2008,244,3126.5709
6726,1029440,32440,61,2008,206,3594.5709
6727,1029492,32492,80,2009,139,3090.5709
6728,1029535,32535,80,2006,547,1725.0695301369863
6729,1029547,32547,76,2013,365,1325.8147356164384
6730,1029567,32567,62,2011,36,1878.5709
6731,1029571,32571,45,2006,310,2922.5709
6732,1029626,32626,24,2008,309,3126.5709
6733,1029643,32643,46,2012,357,1319.765420547945
6734,1029646,32646,77,2006,212,2529.6284342465756
6735,1029697,32697,18,2011,392,3006.5709
6736,1029711,32711,63,2012,281,1174.5818589041096
6737,1029727,32727,11,2005,418,1253.2229547945205
6738,1029734,32734,32,2005,267,1616.1818589041095
6739,1029858,32858,48,2010,255,1573.8366534246575
6740,1029862,32862,66,2005,491,1694.8229547945205
6741,1029897,32897,42,2008,248,1398.4065164383562
6742,1029973,32973,16,2005,53,3930.5709
6743,1001517,4517,47,2006,224,3414.5709
6744,1003492,6492,47,2008,256,1313.716105479452
6745,1005478,8478,34,2013,582,1842.5709
6746,1006811,9811,74,2011,581,1362.1106260273973
6747,1008960,11960,34,2012,78,1114.088708219178
6748,1008979,11979,50,2007,194,2094.0777493150686
6749,1011062,14062,53,2008,556,2646.5709
6750,1011943,14943,10,2007,240,3702.5709
6751,1012519,15519,34,2005,155,2142.472269863014
6752,1012788,15788,57,2007,356,1331.8640506849315
6753,1015996,18996,35,2013,448,1017.2996671232878
6754,1017018,20018,53,2011,525,1974.5709
6755,1017537,20537,63,2005,210,2706.5709
6756,1018048,21048,49,2008,1,1440.7517219178083
6757,1020216,23216,4,2008,328,1791.611995890411
6758,1020246,23246,75,2010,102,2238.5709
6759,1023977,26977,82,2012,241,1567.7873383561644
6760,1024529,27529,68,2008,228,3282.5709
6761,1025111,28111,53,2009,492,1041.4969273972602
6762,1026378,29378,33,2011,152,2970.5709
6763,1029269,32269,47,2007,31,2778.5709
6764,1029926,32926,74,2012,576,1210.8777493150685
6765,1000080,3080,42,2009,88,1840.0065164383561
6766,1000100,3100,60,2008,135,3558.5709
6767,1000213,3213,58,2010,214,1815.8092561643834
6768,1000234,3234,40,2005,345,2106.176379452055
6769,1000287,3287,43,2012,234,2250.5709
6770,1000853,3853,33,2010,198,1464.9489821917807
6771,1000913,3913,86,2013,14,2094.5709
6772,1001233,4233,50,2013,208,1806.5709
6773,1001848,4848,58,2011,160,720.8832287671233
6774,1001901,4901,56,2012,1,769.2777493150685
6775,1002089,5089,32,2009,367,3126.5709
6776,1002333,5333,53,2013,165,750.5709
6777,1002385,5385,51,2007,303,1549.6393931506848
6778,1002445,5445,60,2008,347,2526.5709
6779,1002573,5573,74,2005,482,2826.5709
6780,1002577,5577,26,2009,253,2814.5709
6781,1003948,6948,66,2013,24,1482.5709
6782,1004082,7082,63,2013,292,3258.5709
6783,1004135,7135,78,2008,585,3174.5709
6784,1004236,7236,81,2009,510,1852.1051465753424
6785,1004271,7271,26,2009,274,1866.5709
6786,1004769,7769,68,2008,490,2898.5709
6787,1004903,7903,55,2007,174,4986.5709
6788,1004905,7905,75,2005,301,4554.5709
6789,1004991,7991,61,2005,119,1573.8366534246575
6790,1005036,8036,70,2011,360,2514.5709
6791,1005178,8178,39,2009,61,1513.3435027397259
6792,1005412,8412,86,2005,408,1846.0558315068492
6793,1005501,8501,45,2013,480,2574.5709
6794,1006303,9303,79,2008,552,1926.5709
6795,1006414,9414,62,2009,479,1241.124324657534
6796,1006481,9481,55,2013,494,932.6092561643836
6797,1006535,9535,35,2012,52,587.798297260274
6798,1006658,9658,25,2011,512,3054.5709
6799,1006882,9882,43,2011,122,2430.5709
6800,1006972,9972,49,2011,323,1077.792817808219
6801,1006981,9981,28,2008,163,1168.5325438356165
6802,1006989,9989,51,2010,519,1470.9982972602738
6803,1007034,10034,64,2008,128,3246.5709
6804,1007317,10317,34,2006,52,1640.3791191780822
6805,1007384,10384,39,2010,171,1266.5709
6806,1007398,10398,87,2012,108,1156.43391369863
6807,1007543,10543,72,2008,28,2646.5709
6808,1007560,10560,51,2006,219,1483.0969273972603
6809,1007636,10636,77,2006,84,1894.4503520547944
6810,1007746,10746,75,2009,379,3198.5709
6811,1007898,10898,76,2009,111,1634.329804109589
6812,1007907,10907,31,2005,64,1059.6448726027397
6813,1007920,10920,80,2008,72,1410.5051465753425
6814,1008004,11004,48,2013,128,3282.5709
6815,1008007,11007,84,2013,171,1158.5709
6816,1008032,11032,30,2012,517,696.6859684931508
6817,1008115,11115,64,2009,159,1743.2174753424656
6818,1008215,11215,38,2012,471,2850.5709
6819,1008457,11457,2,2006,136,1616.1818589041095
6820,1008640,11640,85,2012,419,817.6722698630138
6821,1008931,11931,2,2009,176,1590.5709
6822,1009261,12261,10,2013,205,1083.8421328767122
6823,1009785,12785,82,2011,579,1604.0832287671233
6824,1009866,12866,34,2010,27,1652.4777493150684
6825,1010289,13289,66,2009,103,1688.7736397260273
6826,1010593,13593,60,2006,212,1446.8010369863014
6827,1010624,13624,10,2005,131,1973.0914479452053
6828,1010730,13730,41,2005,149,1229.0256945205479
6829,1011041,14041,38,2007,190,3882.5709
6830,1011080,14080,80,2009,386,2766.5709
6831,1011145,14145,39,2013,185,884.2147356164384
6832,1011598,14598,68,2008,573,3870.5709
